artist_familiarity,artist_hotness,artist_id,artist_latitude,artist_location,artist_longitude,artist_name,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,release,song_hotness,start_of_fade_out,tempo,time_signature,time_signature_confidence,title,year
0.845601887,1.005941966,ARTDQRC1187FB4EFD4,,"Los Angeles, CA",,Black Eyed Peas,229.61587,0,11,0.205,-4.882,0,0.332,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,0.624425493,213.664,105.206,4,1,Let's Get It Started,2004
0.845601887,1.005941966,ARTDQRC1187FB4EFD4,,"Los Angeles, CA",,Black Eyed Peas / Les Nubians / Mos Def,235.10159,0,6,0.748,-6.618,1,0.617,Bridging The Gap,,211.574,94.993,4,0.684,On My Own,2000
0.845601887,1.005941966,ARTDQRC1187FB4EFD4,,"Los Angeles, CA",,Black Eyed Peas,223.03302,0.165,6,0.5,-5.939,0,0.507,Kids Sing Along Pac,,219.847,107.199,4,1,Let's Get It Started,2004
0.845601887,1.005941966,ARTDQRC1187FB4EFD4,,"Los Angeles, CA",,Black Eyed Peas / Terry Dexter,275.04281,0,7,0.094,-3.574,0,0.182,Legally Blonde,0.508602172,264.545,103.652,4,0.996,Magic,2000
0.845601887,1.005941966,ARTDQRC1187FB4EFD4,,"Los Angeles, CA",,Black Eyed Peas,196.362,0,7,0.521,-5.065,0,0.442,Bridging The Gap,,191.925,204.304,4,0.505,Tell Your Momma Come,2000
0.88974922,0.922412443,ARS54I31187FB46721,,"Wyomissing, PA",,Taylor Swift,245.36771,2.101,5,0.989,-4.536,1,0.676,Fearless,0.853828893,234.185,160.786,4,0.335,The Way I Loved You,2008
0.865021511,0.916053228,ARJ7KF01187B98D717,,,,Coldplay,274.41587,0.322,2,0.194,-7.446,1,0.482,In My Place,0.810263613,258.305,134.027,4,0.135,One I Love,2002
0.865021511,0.916053228,ARJ7KF01187B98D717,,,,Coldplay,139.12771,2.247,0,0.428,-8.501,1,0.445,Don't Panic,0.781932171,130.026,122.291,4,1,Don't Panic,1999
0.865021511,0.916053228,ARJ7KF01187B98D717,,,,Coldplay,410.8273,0,5,0.463,-8.229,1,0.553,Live 2003,0.564934173,408.079,138.038,4,0.59,A Rush Of Blood To The Head (Live In Sydney),2003
0.865021511,0.916053228,ARJ7KF01187B98D717,,,,Coldplay,285.04771,0.345,11,0.687,-5.367,0,0.647,Speed Of Sound,0.454042766,275.156,122.94,4,1,Speed Of Sound (Live),2005
0.865021511,0.916053228,ARJ7KF01187B98D717,,,,Coldplay,269.34812,2.81,9,0.468,-6.294,1,0.333,Fix You,0.701266353,259.535,136.82,4,0,The World Turned Upside Down,2005
0.865021511,0.916053228,ARJ7KF01187B98D717,,,,Coldplay,295.67955,5.671,9,0.526,-6.473,0,0.496,Speed Of Sound,0.651171124,271.209,137.008,3,0.622,Things I Don't Understand,2005
0.917863906,0.908202619,ARKU3Z61187FB51DCA,13.11199,"St Michael, Barbados ",-59.59895,Rihanna,283.8722,0,11,0.021,-4.465,0,0.309,Just Dance,,283.872,128.092,4,0,Don't Stop The Music,2007
0.917698884,0.908202619,ARKU3Z61187FB51DCA,13.11199,"St Michael, Barbados ",-59.59895,Rihanna,208.16934,3.634,5,0.197,-5.704,0,0.369,Good Girl Gone Bad: The Remixes,,197.764,128.077,4,0.743,Good Girl Gone Bad,2007
0.917863906,0.908202619,ARKU3Z61187FB51DCA,13.11199,"St Michael, Barbados ",-59.59895,Rihanna,235.98975,0.125,0,0.647,-8.298,1,0.547,Music Of The Sun,0.668601101,230.023,85.976,4,0.973,Music Of The Sun,2005
0.917863906,0.908202619,ARKU3Z61187FB51DCA,13.11199,"St Michael, Barbados ",-59.59895,Rihanna,244.50567,0.376,6,0.495,-3.925,0,0.524,SOS,,238.051,139.304,4,0.421,SOS,2006
0.917863906,0.908202619,ARKU3Z61187FB51DCA,13.11199,"St Michael, Barbados ",-59.59895,Rihanna,190.4322,0.142,6,0.083,-8.464,0,0.524,Save The Last Dance 2 Soundtrack,0.470792085,183.391,116.012,5,0.927,The Hotness (ft. Shontelle),0
0.917863906,0.908202619,ARKU3Z61187FB51DCA,13.11199,"St Michael, Barbados ",-59.59895,Rihanna,237.87057,0.334,5,0.158,-6.131,0,0.453,We Ride,,231.433,99.989,1,1,We Ride,2006
0.917863906,0.908202619,ARKU3Z61187FB51DCA,13.11199,"St Michael, Barbados ",-59.59895,Rihanna,199.6273,0.061,11,0.699,-6.194,0,0.671,Good Girl Gone Bad: The Remixes,,192.935,127.908,4,0,Breakin' Dishes,2007
0.917863906,0.908202619,ARKU3Z61187FB51DCA,13.11199,"St Michael, Barbados ",-59.59895,Rihanna,213.26322,0.229,5,0.609,-6.146,0,0.615,Good Girl Gone Bad: Reloaded,0.705148005,205.7,94.987,4,1,Good Girl Gone Bad,2007
0.871010615,0.879236745,ARTH9041187FB43E1F,,"St. Joseph, MO",,Eminem,13.58322,0.218,3,0.01,-24.997,1,0.201,The Marshall Mathers LP,,13.583,120.765,3,0.889,Paul,1999
0.871010615,0.879236745,ARTH9041187FB43E1F,,"St. Joseph, MO",,Eminem,242.62485,0,1,0.315,-2.198,1,0.403,The Slim Shady LP,0.74302504,236.495,90.18,4,0.93,Just Don't Give A Fuck,1998
0.842673051,0.872838921,ARBS1OC1187FB44CAF,,"Atlanta, GA",,T.I.,258.92526,0,6,0.465,-5.81,0,0.325,Urban Legend,,258.925,148.877,4,0.586,Why U Mad At Me (Explicit Screwed Version),2004
0.842673051,0.872838921,ARBS1OC1187FB44CAF,,"Atlanta, GA",,T.I.,266.84036,0.165,1,0.555,-4.919,0,0.492,T.I. VS T.I.P.,0.614747884,262.815,87.525,4,1,Respect This Hustle (Explicit Album Version),0
0.88974922,0.872447223,ARS54I31187FB46721,,"Wyomissing, PA",,Taylor Swift,245.78567,0.107,4,0.365,-4.954,0,0.451,Fearless,,232.2,167.97,4,0.623,Should've Said No,2006
0.856448924,0.854637828,ARPDVPJ1187B9ADBE9,,"Atlanta, GA",,Usher,283.89832,0.142,1,0.066,-7.275,0,0.177,Usher,0.419125893,265.184,90.199,4,1,I'll Show You Love,1994
0.856448924,0.854637828,ARPDVPJ1187B9ADBE9,,"Atlanta, GA",,Usher,286.77179,0,11,0.322,-4.04,0,0.324,Dance Workout Classics; Keep Fit With The Hottest Hits & Remixes,,286.772,147.979,4,0,Trading Places,2008
0.856448924,0.854637828,ARPDVPJ1187B9ADBE9,,"Atlanta, GA",,Usher,32.41751,0,5,0.598,-14.434,1,0.485,Live,,32.418,118.237,1,0,I Need Love,1999
0.856448924,0.854637828,ARPDVPJ1187B9ADBE9,,"Atlanta, GA",,Usher,224.10404,0,11,0.372,-4.328,1,0.414,Raymond v Raymond,0.785679587,220.189,95.998,4,1,Hey Daddy (Daddy's Home),2010
0.856448924,0.854637828,ARPDVPJ1187B9ADBE9,,"Atlanta, GA",,Usher featuring Jermaine Dupri,246.09914,0.074,6,0.752,-6.708,0,0.797,Here I Stand (Deluxe Version),,231.59,127.911,4,0.445,Chivalry,0
0.856448924,0.854637828,ARPDVPJ1187B9ADBE9,,"Atlanta, GA",,Usher Featuring The Nu Beginning,338.75546,5.875,5,0.167,-11.215,0,0.366,Back To The Beginning - Usher,,333.195,118.099,4,1,Only Human,2004
0.892688611,0.852186238,ARXOTQH1187FB57084,,"Fairfax, California",,Chris Brown,363.59791,0.09,1,0.638,-4.376,1,0.371,Forever,,353.913,139.998,4,0.548,Forever,0
0.892688611,0.852186238,ARXOTQH1187FB57084,,"Fairfax, California",,Chris Brown,188.89098,3.855,5,0.657,-6.969,1,0.453,Graffiti,0.635536649,174.225,131.953,4,0.28,I.Y.A.,0
0.856448924,0.851233891,ARPDVPJ1187B9ADBE9,,"Atlanta, GA",,Usher,309.83791,0,11,0.294,-5.692,1,0.233,Moving Mountains,,301.697,126.955,5,1,Moving Mountains,2008
0.856448922,0.851233891,ARPDVPJ1187B9ADBE9,,"Atlanta, GA",,Usher,212.61016,0,8,0.622,-16.611,1,0.607,Live,,209.473,209.056,4,0.886,Pianolude,1999
0.856448924,0.851233891,ARPDVPJ1187B9ADBE9,,"Atlanta, GA",,Usher Featuring The Nu Beginning,313.7824,0,7,0.351,-10.627,1,0.507,Back To The Beginning - Usher,,300.797,152.879,4,1,Mother's Luv,0
0.98993857,0.843430844,ARUDYKB11F4C83C269,29.95369,New Orleans,-90.07771,Lil Wayne,98.16771,0,1,0.497,-3.887,1,0.523,500 Degreez,0.572602328,98.168,123.881,5,1,Fly Talkin',0
0.905477001,0.843380274,ARF5M7Q1187FB501E8,,"Los Angeles, CA",,Maroon 5,173.66159,2.949,1,0.65,-4.757,0,0.575,Songs About Jane,0.979837196,171.607,149.917,4,0.791,Harder To Breathe,2002
0.905477001,0.843380274,ARF5M7Q1187FB501E8,,"Los Angeles, CA",,Maroon 5,177.52771,0,10,0.033,-6.04,0,0.473,Call And Response: The Remix Album,0.579767081,162.783,114.998,4,0.64,This Love,2002
0.905477001,0.843380274,ARF5M7Q1187FB501E8,,"Los Angeles, CA",,Maroon 5,261.61587,0,0,0.476,-5.743,0,0.182,Call And Response: The Remix Album,0.548005621,250.032,102.143,4,0.533,She Will Be Loved,2002
0.905477001,0.843380274,ARF5M7Q1187FB501E8,,"Los Angeles, CA",,Maroon 5,181.52444,0.304,10,0.476,-5.622,0,0.521,Songs About Jane,0.787210098,176.135,145.999,4,0.593,Through With You,2002
0.905477001,0.843380274,ARF5M7Q1187FB501E8,,"Los Angeles, CA",,Maroon 5,270.70649,3.913,6,0,-6.247,1,0.055,Songs About Jane,,261.433,164.049,4,0.662,Sweetest Goodbye,2002
0.840409662,0.840462688,AR6XZ861187FB4CECD,53.40977,"Liverpool, England",-2.97848,The Beatles,53.78567,0.483,6,0.076,-47.664,1,0.364,Here There And Everywhere,,53.786,112.361,3,0.509,Derek Taylor - Introduction,0
0.840409662,0.840462688,AR6XZ861187FB4CECD,53.40977,"Liverpool, England",-2.97848,The Beatles / Tony Sheridan,130.95138,0.224,1,0.605,-7.455,0,0.526,Total 60s,0.74556417,127.663,159.437,1,0,Ain't She Sweet,1964
0.939227165,0.838447768,ARX6TAQ11C8A415850,40.71455,New York City,-74.00712,Lady GaGa,243.33016,0.967,3,0.72,-11.323,1,0.538,Live Lounge 4,,238.91,86.499,4,0.147,Poker Face,2008
0.850789989,0.838095532,AR91C8S1187B990901,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,591.62077,0,5,0.598,-5.67,1,0.475,Hammersmith Odeon_ London '75,,584.202,167.559,1,0,Rosalita (Come Out Tonight),1973
0.850789989,0.838095532,AR91C8S1187B990901,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,191.99955,0.898,0,0.641,-11.516,1,0.826,Born In The U.S.A.,0.751580891,189.068,183.709,4,0,Working On The Highway,1984
0.845768866,0.837714709,ARF2EHS1187B994F4E,36.16778,"Nashville, Tennessee",-86.77836,Kings Of Leon,212.97587,0.356,4,0.702,-10.831,1,0.598,Aha Shake Heartbreak,0.724788814,202.826,85.855,4,0.429,Day Old Blues,2004
0.892688611,0.830356766,ARXOTQH1187FB57084,,"Fairfax, California",,Chris Brown,99.3171,0,2,0.395,-20.575,1,0.341,Talking Drum,,99.317,204.064,1,0,Talking Drum (Isea '95),0
0.892688611,0.830356766,ARXOTQH1187FB57084,,"Fairfax, California",,Chris Brown,177.89342,0.171,10,0.161,-7.098,0,0.332,Chris Brown,0.624061571,161.176,100.969,4,1,So Glad,0
0.892688611,0.830356766,ARXOTQH1187FB57084,,"Fairfax, California",,Chris Brown,182.22975,0.061,2,0.689,-6.649,1,0.633,Graffiti,0.581987157,169.326,66.696,3,0.982,I Love U,0
0.892688611,0.830356766,ARXOTQH1187FB57084,,"Fairfax, California",,Chris Brown,389.25016,0.2,11,0.712,-2.991,1,0.463,Forever,,383.089,85.322,1,0.169,Forever,0
0.892688611,0.830356766,ARXOTQH1187FB57084,,"Fairfax, California",,Chris Brown,197.09342,5.822,11,0.137,-6.45,1,0.21,Exclusive,0.587748265,185.4,89.966,4,1,Help Me,0
0.892688611,0.830356766,ARXOTQH1187FB57084,,"Fairfax, California",,Chris Brown,219.21914,0,5,0.33,-4.963,0,0.452,Graffiti,0.652619551,216.352,105.98,4,0.824,Famous Girl,0
0.918451789,0.828906302,ARVG4OK1187B9B6BD3,,,,The Killers,166.29506,0.142,2,0.442,-6.467,1,0.879,Sawdust,,161.472,82.909,4,0,Show You How,2004
0.918451789,0.828906302,ARVG4OK1187B9B6BD3,,,,The Killers,213.96853,0.438,11,0.614,-9.041,1,0.624,The Twilight Saga: New Moon Original Motion Picture Soundtrack,0.523796347,194.101,86.958,4,0.343,A White Demon Love Song (Soundtrack Album Version),0
0.918451789,0.828906302,ARVG4OK1187B9B6BD3,,,,The Killers,225.12281,0,11,0.116,-4.808,0,0.379,Day & Age,0.760343237,207.697,134.734,1,0,A Dustland Fairytale,2008
1,0.826777013,ARCGJ6U1187FB4D01F,,"St. Louis, MO",,Akon,266.89261,0,5,0.545,-6.102,0,0.595,Freedom,0.644116784,261.683,126.983,4,1,Over The Edge,2008
0.481944698,0.826777013,ARCGJ6U1187FB4D01F,,"St. Louis, MO",,Akon / Kardinal Offishall,207.20281,0.414,10,0.043,-6.583,0,0.436,Pot of Gold,0,204.481,100.364,4,1,Belly Dancer (Bananza) Remix ft. Kardinal Offishall,0
1,0.826777013,ARCGJ6U1187FB4D01F,,"St. Louis, MO",,Akon,249.39057,0.403,2,0.358,-6.124,1,0.36,Don't Matter,0.847530898,243.212,125.328,4,1,Don't Matter,2006
1,0.826777013,ARCGJ6U1187FB4D01F,,"St. Louis, MO",,Akon,211.66975,0.175,1,0,-10.87,1,0,Lonely,,209.258,90.069,4,0.148,Lonely,2004
1,0.826777013,ARCGJ6U1187FB4D01F,,"St. Louis, MO",,Akon,175.20281,0,0,0.432,-10.796,1,0.414,Riddim Driven: Fiesta,,172.008,125.228,5,1,Gun Shot,0
0.843526543,0.825639111,ARUJ5A41187FB3F5F1,,"Dublin, Ireland",,U2,316.96934,3.454,7,0.537,-7.896,1,0.428,No Line On The Horizon,0.674436804,306.556,187.844,4,0.543,FEZ-Being Born,2009
0.843526543,0.825639111,ARUJ5A41187FB3F5F1,,"Dublin, Ireland",,U2,142.23628,0,9,0.756,-14.05,0,0.659,October,,133.596,94.838,4,0.536,October,1981
0.933916106,0.821648467,AR52EZT1187B9900BF,40.8079,"Harlem, New York",-73.9454,Alicia Keys,244.45342,0,6,0.649,-12.518,1,0.35,Unplugged,0.623448449,244.453,74.078,7,1,If I Was Your Woman,2005
0.918451789,0.819588282,ARVG4OK1187B9B6BD3,,,,The Killers,284.3424,0.206,4,0.49,-6.546,1,0.469,Hitzone 49,,267.685,151.953,4,0.198,Spaceman,2008
0.918451789,0.819588282,ARVG4OK1187B9B6BD3,,,,The Killers,269.76608,0,11,0.106,-7.477,1,0.333,When You Were Young,,250.746,130.065,4,0,When You Were Young,2006
0.918451789,0.819588282,ARVG4OK1187B9B6BD3,,,,Killers,218.8273,0.485,6,0.031,-4.294,1,0.351,Murder One,0.425124658,199.082,128.951,4,0.19,Children Of The Revolution,0
0.918451789,0.819588282,ARVG4OK1187B9B6BD3,,,,The Killers,527.98649,0.311,1,0.764,-8.361,1,0.664,Rock Hits Workout 45 Minute Continuous Fitness Music Mix. 114Bpm  152Bpm For Jogging_ Cycling_ Spin,,522.466,134.02,4,0,Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix),2005
0.811092053,0.815681531,ARLGIX31187B9AE9A0,,"Chicago, IL",,R. Kelly & Jay Z,242.15465,0.09,6,0.102,-3.38,0,0.345,The Best Of Both Worlds,0.419125893,229.622,95.464,4,0.749,Honey,0
0.859513993,0.812307796,ARV3CRH1187B9A1B21,,"Berkeley, CA",,Green Day,340.79302,3.93,7,0.801,-5.66,1,0.711,Wake Me Up When September Ends,0.437909889,331.952,101.08,4,0.88,Wake Me Up When September Ends (Live at Foxboro_ MA 9/3/05),2005
0.866519754,0.808502137,ARXPPEY1187FB51DF4,,,,Michael Jackson,188.99546,0,3,0.721,-10.44,1,0.773,The Motown Years 50,0.506905064,180.227,111.459,4,0.884,Girl You're So Together,1984
0.871010614,0.804830428,ARTH9041187FB43E1F,,"St. Joseph, MO",,Eminem,171.72853,0.067,0,0.76,-5.92,1,0.649,Encore,0.661061378,167.445,86.007,4,1,Ricky Ticky Toc,2004
0.871010615,0.804830428,ARTH9041187FB43E1F,,"St. Joseph, MO",,Eminem,289.30567,2.02,7,0.507,-2.973,1,0.507,The Marshall Mathers LP,0.813003556,277.211,174.69,4,0.849,The Way I Am,2000
0.871010615,0.804830428,ARTH9041187FB43E1F,,"St. Joseph, MO",,Eminem,397.60934,0.473,5,1,-7.038,0,0.89,Beautiful,,373.696,131.955,4,0.722,Beautiful,2009
0.871010615,0.804830428,ARTH9041187FB43E1F,,"St. Joseph, MO",,Eminem,291.10812,0,4,0.067,-3.353,0,0.419,Curtain Call,,278.32,174.731,4,0.862,The Way I Am,2000
0.871010615,0.804830428,ARTH9041187FB43E1F,,"St. Joseph, MO",,Eminem,292.25751,0.276,1,0.015,-2.274,0,0.271,Without Me,,279.847,174.651,4,0.505,The Way I Am,2000
0.871010615,0.804830428,ARTH9041187FB43E1F,,"St. Joseph, MO",,Eminem,312.2673,0,11,0.313,-3.989,0,0.315,The Marshall Mathers LP,0.811707531,288.502,180.168,4,1,I'm Back,2000
0.833178526,0.804219797,AR6PJ8R1187FB5AD70,,"Barranquilla, Colombia",,Shakira,148.1922,0,4,0.97,-19.976,1,0.935,El Amor En Los Tiempos del Colera (Love In The Time Of Cholera),0.701124286,141.398,115.066,1,0,Pienso En Ti,1995
0.833178561,0.804219797,AR6PJ8R1187FB5AD70,,"Barranquilla, Colombia",,Shakira,222.37995,0.27,7,0.432,-5.16,1,0.557,Loba,,214.924,128.217,4,0.784,Loba,2009
0.833178561,0.804219797,AR6PJ8R1187FB5AD70,,"Barranquilla, Colombia",,Shakira,242.02404,0.351,0,0.367,-5.243,0,0.556,Did It Again Feat. Kid Cudi,,236.095,137.935,4,0.46,Did It Again (featuring Kid Cudi),0
0.833178561,0.804219797,AR6PJ8R1187FB5AD70,,"Barranquilla, Colombia",,Shakira,246.43873,0.107,7,0.044,-6.025,1,0.573,Laundry Service,0.7731945,235.096,93.982,4,0.662,Poem To A Horse,2001
0.833178561,0.804219797,AR6PJ8R1187FB5AD70,,"Barranquilla, Colombia",,Shakira,214.12526,0.253,0,0.342,-10.65,1,0.43,Donde Estan Los Ladrones,,205.798,139.95,4,0,Tú,1998
0.833178526,0.804219797,AR6PJ8R1187FB5AD70,,"Barranquilla, Colombia",,Shakira,399.98649,0.211,9,0.664,-7.094,0,0.431,The Remixes,,393.694,121.589,4,1,Donde Estas Corazon,1997
0.822150362,0.794270768,ARW7K0P1187B9B5B47,,"Toronto, Ontario, Canada",,Barenaked Ladies,173.19138,0.183,7,0.784,-11.835,1,0.698,Born On A Pirate Ship,,164.037,120.969,4,0.937,This Is Where It Ends (Album Version),1996
0.849446736,0.794248177,ARDCFNZ1187FB3DDB0,,"Madrid, Spain",,Enrique Iglesias,222.14485,0.357,8,0.918,-5.01,1,0.683,Big Summer Tunes,,214.518,114.983,4,1,Do You Know? (The Ping Pong Song),2007
0.842972108,0.793412623,ARML3X41187FB35F2E,,,,Jason Mraz,263.00036,0,11,0.148,-13.163,0,0.424,We Sing.  We Dance.  We Steal Things.,0.610764004,254.984,62.894,1,0,The Dynamo Of Volition [From An All Night Session],0
0.842972108,0.793412623,ARML3X41187FB35F2E,,,,Jason Mraz,336.43057,0,6,0.549,-10.26,1,0.514,Selections For Friends,0.447915443,319.57,104.296,4,0.32,Did You Get My Message?  (Live From Shubas),2007
0.842972108,0.793412623,ARML3X41187FB35F2E,,,,Jason Mraz,369.94567,0,1,0.445,-4.196,1,0.529,Tonight_ Not Again: Jason Mraz Live At The Eagles Ballroom,0.700152095,369.946,119.234,4,0.738,No Stopping Us [Eagles Ballroom Live Version],0
0.842972108,0.793412623,ARML3X41187FB35F2E,,,,Jason Mraz,740.46649,0,11,0.537,-10.798,0,0.615,Selections For Friends,0.681546638,736.729,173.468,7,0.796,Song For A Friend (Live From Montalvo),2007
0.929030287,0.791500973,ARR3ONV1187B9A2F59,54.31407,UK,-2.23001,Muse,211.12118,0.177,0,0.705,-5.646,1,0.573,Dead Star / In Your World,0.8256561,204.074,126.725,4,0.626,Can't Take My Eyes Off You,0
0.887386081,0.791143002,ARQUMH41187B9AF699,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,208.95302,3.245,4,0.247,-6.052,1,0.464,Hybrid Theory,0.872229023,200.969,105.095,4,0.873,Crawling (Album Version),2000
0.887386081,0.791143002,ARQUMH41187B9AF699,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,189.28281,0,4,0.446,-4.034,0,0.425,Minutes To Midnight,0.586924698,185.556,100.073,4,0.438,Given Up (Album Version),2007
0.845768866,0.788805935,ARF2EHS1187B994F4E,36.16778,"Nashville, Tennessee",-86.77836,Kings Of Leon,187.92444,0.328,0,0.612,-5.907,1,0.735,Holy Roller Novocaine,0.685940227,180.344,116.823,4,0.347,Wicker Chair,2003
0.845768866,0.788805935,ARF2EHS1187B994F4E,36.16778,"Nashville, Tennessee",-86.77836,Kings Of Leon,466.65098,0,9,0,-7.714,1,0,Sex On Fire,,462.222,114.73,4,0.572,Knocked Up,2007
0.845768866,0.788805935,ARF2EHS1187B994F4E,36.16778,"Nashville, Tennessee",-86.77836,Kings Of Leon,225.27955,3.077,11,0.682,-6.205,0,0.449,Charmer,0.565666582,219.852,127.006,4,0.589,My Party (Kenna Remix),2007
0.845768866,0.788805935,ARF2EHS1187B994F4E,36.16778,"Nashville, Tennessee",-86.77836,Kings Of Leon,168.82893,0.173,7,0.664,-6.538,1,0.696,Youth & Young Manhood,0.910225075,156.415,125.875,1,0,Genius,2003
0.845768866,0.788805935,ARF2EHS1187B994F4E,36.16778,"Nashville, Tennessee",-86.77836,Kings Of Leon,181.13261,0,11,0.032,-6.391,0,0.26,Because Of The Times,0.746160913,171.021,102.066,4,0.783,Ragoo,2007
0.845768866,0.788805935,ARF2EHS1187B994F4E,36.16778,"Nashville, Tennessee",-86.77836,Kings Of Leon,211.40853,0.102,7,0.37,-5.217,1,0.669,Fans,0.657074962,205.52,125.19,4,0.98,Woo Hoo,2007
0.837947909,0.788137758,ARZENOX1187B98A645,,"Calcutta, India",,John Mayer,407.45751,0,1,0.398,-7.123,0,0.584,Any Given Thursday,,399.766,153.055,4,0.315,Something's Missing,0
0.837947909,0.788137758,ARZENOX1187B98A645,,"Calcutta, India",,John Mayer,301.13914,4.133,5,0.503,-13.651,1,0.516,Inside Wants Out,,294.272,167.489,3,1,Comfortable,0
0.837947909,0.787679354,ARZENOX1187B98A645,,"Calcutta, India",,John Mayer,321.09669,0.218,9,0.605,-7.04,1,0.707,Room For Squares,0.769132177,313.951,126.711,3,1,St. Patrick's Day,0
0.846455128,0.787005469,ARKSZW81187B9B695D,,"Hunington, Long Island, NY",,Mariah Carey,241.65832,0.148,3,0.034,-9.635,1,0.312,The Emancipation of Mimi,,228.27,131.761,4,0.554,Mine Again,2005
0.934935267,0.787005469,ARKSZW81187B9B695D,40.71455,"New York, New York",-74.00712,Mariah Carey,196.93669,0,7,0.045,-10.187,1,0.291,Charmbracelet,0.564258739,192.737,120.083,7,1,Clown,2002
0.934935267,0.787005469,ARKSZW81187B9B695D,40.71455,"New York, New York",-74.00712,Mariah Carey,236.5122,0,0,0.499,-9.308,0,0.483,Mariah Carey Mtv Unplugged Ep,,232.391,111.755,4,0.276,Someday,1990
0.934935267,0.787005469,ARKSZW81187B9B695D,40.71455,"New York, New York",-74.00712,Mariah Carey,301.19138,2.606,5,0.573,-7.488,0,0.6,Greatest Hits,0.679077296,288.729,95.929,4,1,Honey,1997
0.934935267,0.787005469,ARKSZW81187B9B695D,40.71455,"New York, New York",-74.00712,Mariah Carey Featuring Da Brat & JD,314.122,2.241,4,0.189,-10.728,1,0.292,The Remixes,,308.413,95.138,4,0.214,Honey,1997
0.934935267,0.787005469,ARKSZW81187B9B695D,40.71455,"New York, New York",-74.00712,Mariah Carey,652.40771,0.258,2,0.508,-7.863,1,0.499,The Remixes,,641.091,121.884,4,1,Anytime You Need A Friend,1993
0.934935267,0.787005469,ARKSZW81187B9B695D,40.71455,"New York, New York",-74.00712,Mariah Carey,286.30159,0.183,7,0.34,-8.204,1,0.437,BUTTERFLY,0.573019828,276.683,109.253,1,0,Outside,1997
0.934935267,0.787005469,ARKSZW81187B9B695D,40.71455,"New York, New York",-74.00712,Mariah Carey,273.52771,0.293,11,0.226,-5.558,0,0.354,Bye Bye,,258.357,129.991,4,0.306,Touch My Body,2008
0.860033248,0.781412342,ARLGIX31187B9AE9A0,,"Brooklyn, NY",,Jay-Z,259.05587,0.165,5,0.037,-4.73,1,0.308,R&B Love Collection Summer 2009,,246.399,104.123,4,1,Change Clothes,2003
0.852136187,0.78033412,ART5MUE1187B98C961,,"Los Angeles, CA",,Metallica,252.3424,0,1,0.376,-3.028,1,0.462,Some Kind Of Monster,0.801014141,244.941,167.486,4,0.901,Hit The Lights,1982
